nr_registro;marca_comercial;formulacao;ingrediente_ativo;titular_de_registro;classe;modo_de_acao;classe_toxicologica;classe_ambiental;organicos;situacao
5725;"Esifon Full; Biseto;";SL - Concentrado Solúvel;etefom (etileno (precursor de)) (720 g/L);Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;Regulador de Crescimento;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
35524;Esmero;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Sinon do Brasil Ltda. - Porto Alegre /RS.;Herbicida;Sistêmico/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
48825;Espada;SG - Granulado Solúvel;acefato (organofosforado) (970 g/kg);Agroallianz S.A;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
28125;Espirodiclofen Nortox;SC - Suspensão Concentrada;Espirodiclofeno (cetoenol) (240 g/L);Nortox S.A. - Arapongas;Acaricida;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
14924;Espirodiclofeno Ascenza 240 SC;SC - Suspensão Concentrada;Espirodiclofeno (cetoenol) (240 g/L);Ascenza Brasil Ltda - Hortolândia/SP;Acaricida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
4416;Esplanade;SC - Suspensão Concentrada;indaziflam ( Alquilazina) (500 g/L);Environmental Science do Brasil Ltda;Herbicida;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
39117;Esplanade Optima;WG - Grânulos Dispersíveis em Água;indaziflam ( Alquilazina) (200 g/kg) + Iodossulfurom-Metílico-Sódico (sulfoniluréia) (20 g/kg);Environmental Science do Brasil Ltda;Herbicida;Sistêmico/ Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
42819;Essencial BR;SC - Suspensão Concentrada;diafentiurom (feniltiouréia) (500 g/L);Ouro Fino Química S.A. - Uberaba;Inseticida;Contato/Ingestão;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
12426;Esteem 320 SC;SC - Suspensão Concentrada;Azoxistrobina (estrobilurina) (120 g/L) + tebuconazol (triazol) (200 g/L);GSP Agroquímica do Brasil Ltda - Porto Alegra/RS;Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
1420;Esteio;SC - Suspensão Concentrada;Espirodiclofeno (cetoenol) (240 g/L);Ouro Fino Química S.A. - Uberaba;Acaricida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
10926;Etefom C Nortox;SC - Suspensão Concentrada;ciclanilida (carboxanilida) (60 g/L) + etefom (etileno (precursor de)) (480 g/L);Nortox S.A. - Arapongas;Regulador de Crescimento;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
14024;"Ethiprole 200 SC Yonon; Flasher CHDS; Take-Over 200 SC; Jubaili Etiforce;";SC - Suspensão Concentrada;Etiprole (Fenilpirazol) (200 g/L);Yonon Brasil Defensivos Agricolas Ltda;Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
40825;Ethiprole Yonon;SC - Suspensão Concentrada;Etiprole (Fenilpirazol) (200 g/L);Yonon Brasil Defensivos Agricolas Ltda;Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
993;Ethrel;SL - Concentrado Solúvel;etefom (etileno (precursor de)) (240 g/L);Bayer S.A. - São Paulo/ SP;Regulador de Crescimento;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;OUTROS;True
3292;Ethrel 720;SL - Concentrado Solúvel;etefom (etileno (precursor de)) (720 g/L);Bayer S.A. - São Paulo/ SP;Regulador de Crescimento;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;OUTROS;True
1505;Ethrel PA;PA - Pasta;etefom (etileno (precursor de)) (100 g/kg);Bayer S.A. - São Paulo/ SP;Regulador de Crescimento;Estimulante.;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;OUTROS;True
5524;"Ethrole; Cetrix 200; Evolin;";SC - Suspensão Concentrada;Etiprole (Fenilpirazol) (200 g/L);Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
5102;Ethylbloc;SL - Concentrado Solúvel;metilciclopropeno (cicloalqueno) (1.4 g/kg);AgroFresh Brasil Ltda. - São Paulo/SP;Regulador de Crescimento;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;OUTROS;True
48625;Etiprole 200 SC Agroimport;SC - Suspensão Concentrada;Etiprole (Fenilpirazol) (200 g/L);Agro Import do Brasil Ltda. - Porto Alegre/RS;Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
43719;Evedar;WP - Pó Molhável;Beauveria bassiana, isolado IBCB 66* (Produto Microbiológico) (150 g/kg) + Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (150 g/kg);FMC Química do Brasil Ltda. - Campinas/SP;Inseticida Microbiológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
13112;Eventra;WG - Grânulos Dispersíveis em Água;fipronil (pirazol) (800 g/kg);ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba;Cupinicida/Inseticida;de contato e ingestão;Categoria 3  Produto Moderadamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
6294;Evidence 700 WG;WG - Grânulos Dispersíveis em Água;imidacloprido (neonicotinóide) (700 g/kg);Bayer S.A. - São Paulo/ SP;Inseticida;Sistêmico.;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;OUTROS;True
23423;Evidence Energy;WG - Grânulos Dispersíveis em Água;imidacloprido (neonicotinóide) (230 g/kg) + tiodicarbe (metilcarbamato de oxima) (460 g/kg);Bayer S.A. - São Paulo/ SP;Inseticida;Sistêmico, contato e ingestão.;Extremamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
18124;"Evolut Duo; Insectus BM; Duplex Bio; Originalle PRO;";SC - Suspensão Concentrada;Beauveria bassiana, isolado IBCB 66* (Produto Microbiológico) (.0013 g/L) + Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (.0013 g/L);Alfa Agrotec Produtos Agrícolas Ltda;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
22121;Evolution;WG - Grânulos Dispersíveis em Água;Azoxistrobina (estrobilurina) (37.5 g/kg) + Protioconazol (Triazolinthione) (37.5 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (525 g/kg);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Fungicida;Sistêmico/Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
5714;Evos;SC - Suspensão Concentrada;Azoxistrobina (estrobilurina) (250 g/L) + flutriafol (triazol) (250 g/L);ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba;Fungicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
43524;Exalt BR;SC - Suspensão Concentrada;Espinetoram (espinosinas) (120 g/L);CTVA Proteção de Cultivos Ltda - Barueri (Tamboré);Inseticida;Não informado;Não Classificado - Produto Não Classificado;Produto Muito Perigoso ao Meio Ambiente;NAO;True
35424;Exalt SC;SC - Suspensão Concentrada;Espinetoram (espinosinas) (120 g/L);CTVA Proteção de Cultivos Ltda - Barueri (Tamboré);Inseticida;Não informado;Não Classificado - Produto Não Classificado;Produto Muito Perigoso ao Meio Ambiente;NAO;True
14314;"Exalt; Extreme;";SC - Suspensão Concentrada;Espinetoram (espinosinas) (120 g/L);CTVA Proteção de Cultivos Ltda - Barueri (Tamboré);Inseticida;contato e não sistêmico;Não Classificado - Produto Não Classificado;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
40924;Exame;OD - Dispersão de Óleo;Glufosinato - sal de amônio (homoalanina substituída) (200 g/L) + carfentrazona-etílica (triazolona) (10 g/L);Ouro Fino Química S.A. - Uberaba;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
29422;Excalia;SC - Suspensão Concentrada;impirfluxam (carboxamida) (400 g/L);Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE;Fungicida;Sistêmico;Categoria 3  Produto Moderadamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
122;Excalia Max;SC - Suspensão Concentrada;impirfluxam (carboxamida) (60 g/L) + tebuconazol (triazol) (200 g/L);Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE;Fungicida;Sistêmico/Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
44218;"Excellence Mig-66; MIG DUO Evolution; Fly Equilíbrio Sync;";WP - Pó Molhável;Beauveria bassiana, isolado IBCB 66* (Produto Microbiológico) (92.6 g/kg);Excellence Industria e Comercio de Produtos Biologicos Ltda  - Aparecida de Goiânia/GO;Acaricida Microbiológico/Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
30618;"Excellence Rugger; Attack Evolution;";WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (91.4 g/kg);Excellence Industria e Comercio de Produtos Biologicos Ltda  - Aparecida de Goiânia/GO;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
5723;Excellend;SC - Suspensão Concentrada;clorotalonil (isoftalonitrila) (500 g/L) + dimetomorfe (morfolina) (100 g/L);Albaugh Agro Brasil Ltda.- São Paulo;Fungicida;sistêmico e de contato.;Categoria 3  Produto Moderadamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
9119;Exemplo;SL - Concentrado Solúvel;2,4-D-dimetilamina (ácido ariloxialcanóico) (806 g/L);Albaugh Agro Brasil Ltda.- São Paulo;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
25922;Exemplo LV;SL - Concentrado Solúvel;2,4-D, sal de dietanolamina (ácido ariloxialcanóico) (442.8 g/L) + 2,4-D-dimetilamina (ácido ariloxialcanóico) (361.2 g/L);Albaugh Agro Brasil Ltda.- São Paulo;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
1422;Exert 540 EC;EC - Concentrado Emulsionável;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (540 g/L);Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE;Herbicida;Sistêmico/Seletivo;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
5420;"Exilis; Pertinan;";SL - Concentrado Solúvel;benziladenina (citocinina) (20 g/L);De Sangosse Agroquímica Ltda;Regulador de Crescimento;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
