nr_registro;marca_comercial;formulacao;ingrediente_ativo;titular_de_registro;classe;modo_de_acao;classe_toxicologica;classe_ambiental;organicos;situacao
46619;Trichobio-P;Insetos Vivos;Trichogramma pretiosum (Biológico) (100000 pupas/cartela);Farmbio Industria e Comercio de Defensivos Agricolas Ltda;Agente Biológico de Controle/Inseticida biológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
37119;Trichobiogramma;Insetos Vivos;Trichogramma pretiosum (Biológico) (100000 pupas/cartela);Insecta Bio Indústria e Comercio Ltda - Campo Verde/MT;Agente Biológico de Controle/Inseticida biológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
33025;"Trichocare G; Trichofort G; Ecotricho G";Insetos Vivos;Trichogramma galloi (Biológico) (15000 pupas/ml);BC Ecocare Biotecnologia ltda;Inseticida biológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
33224;Trichocombat;EC - Concentrado Emulsionável;Trichoderma harzianum, isolado IB 19/17 (Produto Microbiológico) (300 g/kg);Viva Soluções Biologicas Ltda  Machado/MG;Fungicida microbiológico;Sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
14525;Trichodel;SC - Suspensão Concentrada;Trichoderma harzianum, isolado IB 19/17 (Produto Microbiológico) (6.66 g/L);Dillon Biotecnologia Ltda;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
33122;Trichoderma Bom Futuro;WP - Pó Molhável;Trichoderma harzianum, isolado IBLF1278 (Produto Microbiológico) (75 g/kg) + Trichoderma harzianum, isolado IBLF1282  (Produto Microbiológico) (75 g/kg) + Trichoderma viride, isolado IBLF1275 (Produto Microbiológico) (75 g/kg) + Trichoderma viride, isolado IBLF1276 (Produto Microbiológico) (75 g/kg);Bom Futuro Agrícola Ltda. - Campo Verde/MT;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
15721;"Trichodermaiz WP; Trichodermaiz Plus WP; Trichodermaiz PRO; Trichomill;";WP - Pó Molhável;Trichoderma harzianum (Produto Microbiológico) (100 g/kg);Companhia Nitro Química Brasileira - Sertãozinho/SP;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
12511;Trichodermax EC;EC - Concentrado Emulsionável;Trichoderma asperellum (Produto Microbiológico) (30 g/L);Novozymes BioAg Produtos para Agricultura Ltda - Quatro Barras/PR;Fungicida microbiológico;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;OUTROS;True
28025;Trichodermil FS;FS - Suspensão Concentrada p/ Trat. Sementes;Trichoderma asperelloides, isolado ESALQ 1306 (Biológico) (48 g/L);Koppert do Brasil Holding S.A. - Piracicaba/SP;Fungicida microbiológico/Nematicida Microbiológico;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
926;"Trichodermil OD;";OD - Dispersão de Óleo;Trichoderma asperelloides, isolado ESALQ 1306 (Biológico) (29 g/L);Koppert do Brasil Holding S.A. - Piracicaba/SP;Fungicida microbiológico/Nematicida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
2007;"Trichodermil SC 1306; Trichodermil 1306;";SC - Suspensão Concentrada;Trichoderma harzianum, Cepa 1306 (Produto Microbiológico) (48 g/L);Koppert do Brasil Holding S.A. - Piracicaba/SP;Fungicida microbiológico/Nematicida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
22318;Trichodermil Super SC 1306;SC - Suspensão Concentrada;Trichoderma harzianum (Produto Microbiológico) (48 g/L);Koppert do Brasil Holding S.A. - Piracicaba/SP;Fungicida/Nematicida;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
51225;Trichodermil WP;WP - Pó Molhável;Trichoderma asperelloides, isolado ESALQ 1306 (Biológico) (57 g/kg);Koppert do Brasil Holding S.A. - Piracicaba/SP;Fungicida microbiológico/Nematicida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
31922;Trichofourt;WP - Pó Molhável;Trichoderma harzianum, isolado IBLF1278 (Produto Microbiológico) (7.25 g/kg) + Trichoderma harzianum, isolado IBLF1282  (Produto Microbiológico) (7.25 g/kg) + Trichoderma viride, isolado IBLF1275 (Produto Microbiológico) (7.25 g/kg) + Trichoderma viride, isolado IBLF1276 (Produto Microbiológico) (7.25 g/kg);Biossíntese Pesquisa e Desenvolvimento Ltda.;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
40517;Trichogramma pretiosum AMIPA;Insetos Vivos;Trichogramma pretiosum (Biológico) (20000 Ovos/cartela);Associação Mineira dos Produtores de Algodão - AMIPA;Agente Biológico de Controle/Inseticida biológico;Não informado;NÃO DETERMINADO DEVIDO À NATUREZA DO PRODUTO;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
8715;Trichomip-G;XX - Outras;Trichogramma galloi (Biológico) (20 10^4 parasitoides/ha);Promip Manejo Integrado de Pragas Ltda.;Agente Biológico de Controle/Inseticida biológico;Não informado;NÃO DETERMINADO DEVIDO À NATUREZA DO PRODUTO;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
8815;Trichomip-P;XX - Outras;Trichogramma pretiosum (Biológico) (100000 individuos/cartela);Promip Manejo Integrado de Pragas Ltda.;Agente Biológico de Controle/Inseticida biológico;Endoparasitoide de ovo;NÃO DETERMINADO DEVIDO À NATUREZA DO PRODUTO;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
29222;Trichoningyd FR 25;GL - Gel Emulsionável;Trichoderma koningiopsis Cepa CCT 2142 (Produto Microbiológico) (1 mL/frasco 25 cm²);TZ Biotec Ltda.;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
3919;Trichonyd FR 25;GL - Gel Emulsionável;Trichoderma harzianum (Produto Microbiológico) (200 ml/litro);TZ Biotec Ltda.;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
32422;Trichonyd RS FR 25;GL - Gel Emulsionável;Trichoderma reesei, Cepa CCT 2768 (Produto Microbiológico) (2 mL/frasco);TZ Biotec Ltda.;Fungicida microbiológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
20220;Trichosul;Insetos Vivos;Trichogramma pretiosum (Biológico) (100000 pupas/cartela);Sul-Mip Indústria e Comércio de Agentes Bíológicas Ltda;Agente Biológico de Controle/Inseticida biológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
12024;Trichotaurus JCO;SC - Suspensão Concentrada;Trichoderma harzianum, isolado IB 19/17 (Produto Microbiológico) (10 g/kg);JCO Indústria e Comércio de Fertilizantes Ltda.;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
18122;Triclomax;EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;Herbicida;Sistêmico/Seletivo;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
17208;"Triclon; Forst;";EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (680 g/kg);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Herbicida;sistemico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
32020;Triclopir 480 EC Globachem;EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Globachem Proteção de Cultivos do Brasil Ltda. - Campinas/SP;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
7325;"Triclopir 480 EC Maxunitech; Triclosol";EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Maxunitech do Brasil Ltda;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
1526;Triclopir 667 EC B2;EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Perterra Insumos Agropecuários S.A.  São Paulo/SP;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
11922;Triclopir 667 EC Perterra;EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Perterra Insumos Agropecuários S.A.  São Paulo/SP;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
11719;Triclopir CCAB 480 EC;EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);CCAB Agro S.A.   São Paulo;Herbicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
18120;Triclopir F Nortox;EC - Concentrado Emulsionável;Fluroxipir-meptílico (ácido piridiniloxialcanóico) (115.3 g/L) + Triclopir-butotílico (ácido piridiniloxialcanóico) (333.8 g/L);Nortox S.A. - Arapongas;Herbicida;Sistêmico Seletivo;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
5821;Triclopir Nortox;EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Nortox S.A. - Arapongas;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
38825;Triclopir Nortox EC;EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Nortox S.A. - Arapongas;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
34324;Triclopir R 480 EC Perterra;EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Perterra Insumos Agropecuários S.A.  São Paulo/SP;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
23723;"Triclopir Tide 480 EC; Trind;";EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Prentiss Química Ltda. - Campo Largo/PR;Herbicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
41524;"Triclopyr 480 EC Lier; Plano; BushAxe;";EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Foison do Brasil Defensivos Agrícolas e Comércio Ltda;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
309;Triclopyr 480 Volagro;EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (680 g/L);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Herbicida;Sistemico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
41124;Triclopyr-Butotyl 667 Sino-Agri;EC - Concentrado Emulsionável;Triclopir-butotílico (ácido piridiniloxialcanóico) (667 g/L);Inovatis Agronegocios Importação e Exportação Ltda.;Herbicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
43224;Tricobio SC;SC - Suspensão Concentrada;Trichoderma harzianum, isolado IB 19/17 (Produto Microbiológico) (50 ml/litro);Coopavel Cooperativa Agroindustrial;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
3625;Tricobio WP;WP - Pó Molhável;Trichoderma harzianum, isolado IB 19/17 (Produto Microbiológico) (50 g/kg);Coopavel Cooperativa Agroindustrial;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
1312;Tricovab;WP - Pó Molhável;Trichoderma stromaticum, isolado CEPLAC (Produto Microbiológico) (19 g/kg);CEPLAC - Ministerio da Agricultura, Pecuária e Abastecimento;Inseticida Microbiológico;Não informado;Pouco Tóxico;Produto Pouco Perigoso ao Meio Ambiente;OUTROS;True
25621;Tricozak;WG - Grânulos Dispersíveis em Água;Bacillus amyloliquefaciens, isolado CCT 7901 (Produto Microbiológico) (2 g/kg) + Trichoderma asperellum isolado URM 8120  (Produto Microbiológico) (50 g/kg) + Trichoderma harzianum, isolado URM 8119 (Produto Microbiológico) (50 g/kg);Biota Innovations Industria e Comercio de Bioprodutos Ltda  Uberaba/MG;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
31017;Tridium;WG - Grânulos Dispersíveis em Água;Azoxistrobina (estrobilurina) (47 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (597 g/kg) + tebuconazol (triazol) (56 g/kg);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
27720;Trifloxissulfuron CCAB 750 WG;WG - Grânulos Dispersíveis em Água;trifloxissulfurom-sódico (sulfoniluréia) (750 g/kg);CCAB Agro S.A.   São Paulo;Herbicida;Sistêmico/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
3925;Trifloxistrobin 500 WG Perterra;WG - Grânulos Dispersíveis em Água;trifloxistrobina (estrobilurina) (500 g/kg);Perterra Insumos Agropecuários S.A.  São Paulo/SP;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
53125;Trifloxistrobina 490 + Ciproconazol 210 WG AgroImport;WG - Grânulos Dispersíveis em Água;ciproconazol (triazol) (210 g/kg) + trifloxistrobina (estrobilurina) (490 g/kg);Agro Import do Brasil Ltda. - Porto Alegre/RS;Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
7726;Trifloxistrobina Nortox;WG - Grânulos Dispersíveis em Água;trifloxistrobina (estrobilurina) (500 g/kg);Nortox S.A. - Arapongas;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
7625;Trifloxistrobina WG Albaugh 01;WG - Grânulos Dispersíveis em Água;trifloxistrobina (estrobilurina) (500 g/kg);Albaugh Agro Brasil Ltda.- São Paulo;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
1226;Trifloxy + Prothio B2;SC - Suspensão Concentrada;Protioconazol (Triazolinthione) (175 g/L) + trifloxistrobina (estrobilurina) (150 g/L);Perterra Insumos Agropecuários S.A.  São Paulo/SP;Fungicida;"Sistêmico; Seletivo;";Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
8925;Trifloxystrobin 500 WG YNG;WG - Grânulos Dispersíveis em Água;trifloxistrobina (estrobilurina) (500 g/kg);Yonon Brasil Defensivos Agricolas Ltda;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
28024;Trifloxystrobin 500 WG Yonon;WG - Grânulos Dispersíveis em Água;trifloxistrobina (estrobilurina) (500 g/kg);Yonon Brasil Defensivos Agricolas Ltda;Fungicida;Mesostêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
9025;Trifloxystrobin Yonon;WG - Grânulos Dispersíveis em Água;trifloxistrobina (estrobilurina) (500 g/kg);Yonon Brasil Defensivos Agricolas Ltda;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
18893;Trifluralina;EC - Concentrado Emulsionável;trifluralina (dinitroanilina) (455 g/L);Adama Brasil S.A.- Londrina/PR;Herbicida;SELETIVO;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
17718;Trifluralina H Nortox;EC - Concentrado Emulsionável;hexazinona (triazinona) (100 g/L) + trifluralina (dinitroanilina) (400 g/L);Nortox S.A. - Arapongas;Herbicida;Sistêmico e seletivo.;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Altamente Perigoso ao Meio Ambiente;NAO;True
2438591;Trifluralina Nortox;EC - Concentrado Emulsionável;trifluralina (dinitroanilina) (445 g/L);Nortox S.A. - Arapongas;Herbicida;Seletivo, de ação sistêmica;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
8698;Trifluralina Nortox Gold;EC - Concentrado Emulsionável;trifluralina (dinitroanilina) (450 g/L);Nortox S.A. - Arapongas;Herbicida;Seletivo, de ação sistêmica;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
2993;Trifmine;WP - Pó Molhável;triflumizol (imidazol) (300 g/kg);Iharabras S.A. Indústria Químicas - Sorocaba;Fungicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;OUTROS;True
4908;Trifoli;SC - Suspensão Concentrada;flutriafol (triazol) (125 g/L);Sinon do Brasil Ltda. - Porto Alegre /RS.;Fungicida;Sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;OUTROS;True
5921;Trifoxussulfurom 750 WG Tecnomyl;WG - Grânulos Dispersíveis em Água;trifloxissulfurom-sódico (sulfoniluréia) (750 g/kg);Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;Herbicida;Sistêmico/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
13289;Trigard 750 WP;WP - Pó Molhável;ciromazina (triazinamina) (750 g/kg);Gowan Produtos Agrícolas Ltda. - Matriz Campinas/SP;Inseticida;Sistêmico e de ingestão;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;OUTROS;True
11920;Trigger 240 SC;SC - Suspensão Concentrada;clorfenapir (análogo de pirazol) (240 g/L);Cropchem Ltda - Porto Alegre;Acaricida/Inseticida;Contato/Ingestão;Não Classificado - Produto Não Classificado;Produto Muito Perigoso ao Meio Ambiente;NAO;True
17425;Trigger Max;SC - Suspensão Concentrada;clorfenapir (análogo de pirazol) (720 g/L);Cropchem Ltda - Porto Alegre;Acaricida/Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
28022;TrikoSoil;WP - Pó Molhável;Trichoderma harzianum, isolado IBLF1278 (Produto Microbiológico) (25 g/kg) + Trichoderma harzianum, isolado IBLF1282  (Produto Microbiológico) (25 g/kg) + Trichoderma viride, isolado IBLF1275 (Produto Microbiológico) (25 g/kg) + Trichoderma viride, isolado IBLF1276 (Produto Microbiológico) (25 g/kg);Solubio Tecnologias Agricolas S.A.  Jataí/GO;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
28322;"Trikofit; Trincheira-Bioagreen; Triko Bio; Now Sprint; Grafoderma; BCH T+GRAF; Trichomais GF;";WP - Pó Molhável;Trichoderma harzianum, isolado IB 19/17 (Produto Microbiológico) (6.6 g/kg);Solubio Tecnologias Agricolas S.A.  Jataí/GO;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
29418;Trilag;Insetos Vivos;Trichogramma pretiosum (Biológico) (50000 pupas/cartela);TOPBIO - Insumos Biológicos Indústria e Comércio Ltda  Tibau/RN;Agente Biológico de Controle/Inseticida biológico;Não informado;NÃO DETERMINADO DEVIDO À NATUREZA DO PRODUTO;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
1610;Triller EC;EC - Concentrado Emulsionável;bifentrina (piretróide) (100 g/L);Adama Brasil S.A.- Londrina/PR;Inseticida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
30720;Trilloi;Insetos Vivos;Trichogramma galloi (Biológico) (50000 pupas/cartela);TOPBIO - Insumos Biológicos Indústria e Comércio Ltda  Tibau/RN;Agente Biológico de Controle/Inseticida biológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
4110;Trinca Caps;CS - Suspensão de Encapsulado;lambda-cialotrina (piretróide) (250 g/L);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Inseticida;CONTATO E INGESTÃO;Categoria 2  Produto Altamente Tóxico;Produto Altamente Perigoso ao Meio Ambiente;NAO;True
18924;Trinexapac 250 EC Maxunitech;EC - Concentrado Emulsionável;trinexapaque-etílico (ácido dioxociclohexanocarboxílico) (250 g/L);Maxunitech do Brasil Ltda;Regulador de Crescimento;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
3023;Trinexapac 250 EC Proventis;EC - Concentrado Emulsionável;trinexapaque-etílico (ácido dioxociclohexanocarboxílico) (250 g/L);Proventis Lifescience Defensivos Agrícolas Ltda;Regulador de Crescimento;Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
15625;Trinexapac CCAB 250 EC;EC - Concentrado Emulsionável;trinexapaque-etílico (ácido dioxociclohexanocarboxílico) (250 g/L);CCAB Agro S.A.   São Paulo;Regulador de Crescimento;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
19424;Trinexapaque Ascenza EC;EC - Concentrado Emulsionável;trinexapaque-etílico (ácido dioxociclohexanocarboxílico) (250 g/L);Ascenza Brasil Ltda - Hortolândia/SP;Regulador de Crescimento;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
15508;Trinity 250 SC;SC - Suspensão Concentrada;flutriafol (triazol) (250 g/L);Globachem Proteção de Cultivos do Brasil Ltda. - Campinas/SP;Fungicida;Sistemico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
925;Trionil, Tricross, Trizap, Triahad, Triconi, Tricoback, Tricobase, Trifast Hp;SC - Suspensão Concentrada;Trichoderma harzianum, isolado IBLF1278 (Produto Microbiológico) (7.5 g/L) + Trichoderma harzianum, isolado IBLF1282  (Produto Microbiológico) (7.5 g/L) + Trichoderma viride, isolado IBLF1275 (Produto Microbiológico) (7.5 g/L) + Trichoderma viride, isolado IBLF1276 (Produto Microbiológico) (7.5 g/L);Arconi Biotecnologia Ltda;Fungicida microbiológico;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
23722;Triplec;EC - Concentrado Emulsionável;trinexapaque-etílico (ácido dioxociclohexanocarboxílico) (250 g/L);Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;Regulador de Crescimento;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
12626;"Triprole; Vakil";SC - Suspensão Concentrada;Protioconazol (Triazolinthione) (175 g/L) + trifloxistrobina (estrobilurina) (150 g/L);GSP Agroquímica do Brasil Ltda - Porto Alegra/RS;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
20817;Trishul 750 SP;SP - Pó Solúvel;acefato (organofosforado) (750 g/kg);Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA;Acaricida/Inseticida;Não informado;Categoria 3  Produto Moderadamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
24318;Tritter;WP - Pó Molhável;Trichoderma harzianum, isolado IBLF006* (Produto Microbiológico) (300 g/kg);Ballagro Agro Tecnologia Ltda. - Bom Jesus dos Perdões/SP;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
1125;"Tritter 19/17; TRICHOFULL;";WP - Pó Molhável;Trichoderma harzianum, isolado IB 19/17 (Produto Microbiológico) (300 g/kg);Nooa Ciencia e Tecnologia Agricola Ltda;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
33824;Triunfe;SC - Suspensão Concentrada;Carbonato de cobre (inorgânico) (534.55 g/L) + enxofre (inorgânico) (149.53 g/L);Vittia S.A - São Joaquim da Barra 02;Bactericida/Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
9825;Trivial;SC - Suspensão Concentrada;Protioconazol (Triazolinthione) (175 g/L) + trifloxistrobina (estrobilurina) (150 g/L);Nortox S.A. - Arapongas;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
32518;Trivor;DC - Concentrado Dispersível;acetamiprido (neonicotinóide) (186 g/L) + piriproxifem (éter piridiloxipropílico) (124 g/L);Adama Brasil S.A.- Londrina/PR;Inseticida;Sistêmico/Contato/Ingestão;Categoria 4  Produto Pouco Tóxico;Produto Altamente Perigoso ao Meio Ambiente;NAO;True
21920;Trix 250;EC - Concentrado Emulsionável;trinexapaque-etílico (ácido dioxociclohexanocarboxílico) (250 g/L);Ouro Fino Química S.A. - Uberaba;Regulador de Crescimento;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
55425;Trixma;SC - Suspensão Concentrada;Trichoderma harzianum, isolado IBLF1278 (Produto Microbiológico) (15 g/L) + Trichoderma harzianum, isolado IBLF1282  (Produto Microbiológico) (15 g/L) + Trichoderma viride, isolado IBLF1275 (Produto Microbiológico) (15 g/L) + Trichoderma viride, isolado IBLF1276 (Produto Microbiológico) (15 g/L);Biopar Produtos Biologicos do Parana LTDA;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
